"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","worker_id","control_loneliness_1","control_loneliness_2","control_loneliness_3","exp_lonely_before_1","exp_lonely_before_2","exp_lonely_before_3","completion_code","exp_lonely_after_1","exp_lonely_after_2","exp_lonely_after_3","participantId","condition"
"2024-04-10 23:13:34","2024-04-10 23:15:16","0",11,"100","101","1","2024-04-10 23:15:16","R_2IMKYodiGhYUfRb","","","","",11,11,"anonymous","EN","1","7EC6EC9604A74DB4B503ED8DB5DFB91F","60","55","70","","","","","","","","7EC6EC9604A74DB4B503ED8DB5DFB91F","Control"
"2024-04-10 23:15:03","2024-04-10 23:15:30","0",12,"100","26","1","2024-04-10 23:15:30","R_2ydZpqtadRRhRhD","","","","",12,12,"anonymous","EN","1","14859321998D497897702AF68E4B0855","0","0","0","","","","","","","","14859321998D497897702AF68E4B0855","Control"
"2024-04-10 23:11:45","2024-04-10 23:15:43","0",13,"100","237","1","2024-04-10 23:15:43","R_7zUSuB3zOHqyvtm","","","","",13,13,"anonymous","EN","1","91636D2541D24A5D938F047E06CC0661","","","","75","85","83","4716-4363-4543-9734","76","90","90","91636D2541D24A5D938F047E06CC0661","Experience"
"2024-04-10 23:16:28","2024-04-10 23:17:12","0",14,"100","43","1","2024-04-10 23:17:12","R_7QtlJTjMejodq5j","","","","",14,14,"anonymous","EN","1","C16B8FC9D11E47D5942A8F9ECCA05A4B","85","90","91","","","","","","","","C16B8FC9D11E47D5942A8F9ECCA05A4B","Control"
"2024-04-10 23:15:43","2024-04-10 23:17:16","0",15,"100","92","1","2024-04-10 23:17:16","R_3vjesPSHE4B04D6","","","","",15,15,"anonymous","EN","1","B401D3A4F7BE443FAC5AEA0AD572589F","17","12","35","","","","","","","","B401D3A4F7BE443FAC5AEA0AD572589F","Control"
"2024-04-10 23:15:58","2024-04-10 23:17:17","0",16,"100","79","1","2024-04-10 23:17:18","R_3Xd4K6YwoOIIvBB","","","","",16,16,"anonymous","EN","1","C5A3B6C470A847C7AB2E294F52438D3E","41","43","58","","","","","","","","C5A3B6C470A847C7AB2E294F52438D3E","Control"
"2024-04-10 23:16:25","2024-04-10 23:17:55","0",17,"100","90","1","2024-04-10 23:17:55","R_3iiMGc3LAyVdxiV","","","","",17,17,"anonymous","EN","1","4F1063188F12436C938D96CFE22D8287","60","30","55","","","","","","","","4F1063188F12436C938D96CFE22D8287","Control"
"2024-04-10 23:17:55","2024-04-10 23:18:15","0",18,"100","20","1","2024-04-10 23:18:16","R_1BXIuEyOdLzZO8K","","","","",18,18,"anonymous","EN","1","A59051EBF1EC44CFB1ED73A5783A10D3","38","32","25","","","","","","","","A59051EBF1EC44CFB1ED73A5783A10D3","Control"
"2024-04-10 23:20:36","2024-04-10 23:20:54","0",19,"100","17","1","2024-04-10 23:20:54","R_7R98QEhFQpw1SI9","","","","",19,19,"anonymous","EN","1","DF5E6DF781444634BFCFB953677B38F2","60","32","22","","","","","","","","DF5E6DF781444634BFCFB953677B38F2","Control"
"2024-04-10 23:19:58","2024-04-10 23:21:23","0",20,"100","85","1","2024-04-10 23:21:23","R_1qlc3kTaLTdaKF4","","","","",20,20,"anonymous","EN","1","316F9CE0BB784A5F83DC98FB04AFCC79","100","85","85","","","","","","","","316F9CE0BB784A5F83DC98FB04AFCC79","Control"
"2024-04-10 23:26:07","2024-04-10 23:26:40","0",21,"100","32","1","2024-04-10 23:26:41","R_1X6UOvhibY4v3ei","","","","",21,21,"anonymous","EN","1","F1D2763E403A4134AD2B97B073378695","65","70","46","","","","","","","","F1D2763E403A4134AD2B97B073378695","Control"
"2024-04-10 23:25:33","2024-04-10 23:27:05","0",22,"100","91","1","2024-04-10 23:27:05","R_5oGazxO7KNlsDf8","","","","",22,22,"anonymous","EN","1","0870B39E7CB348DBB74699311458D574","100","100","100","","","","","","","","0870B39E7CB348DBB74699311458D574","Control"
"2024-04-10 23:11:42","2024-04-10 23:27:46","0",23,"100","964","1","2024-04-10 23:27:46","R_1M0y7PxDP2Cbv8d","","","","",23,23,"anonymous","EN","1","BB6CC7E39FE141A98BE52FDA214419E2","","","","50","50","44","1396-5598-0832-3467","50","29","28","BB6CC7E39FE141A98BE52FDA214419E2","Experience"
"2024-04-10 23:26:14","2024-04-10 23:28:20","0",24,"100","125","1","2024-04-10 23:28:20","R_3dDPiQ7x995dl9N","","","","",24,24,"anonymous","EN","1","26963DE0661645E9A3B401F9028C6167","54","11","12","","","","","","","","26963DE0661645E9A3B401F9028C6167","Control"
"2024-04-10 23:12:53","2024-04-10 23:29:35","0",25,"100","1002","1","2024-04-10 23:29:35","R_7du50mExdJkrD8U","","","","",25,25,"anonymous","EN","1","6B47E2EA342F4CE99F0CCCDEB4ADD654","","","","18","20","20","1666-6466-3472-5314","18","20","20","6B47E2EA342F4CE99F0CCCDEB4ADD654","Experience"
"2024-04-10 23:29:23","2024-04-10 23:29:53","0",26,"100","29","1","2024-04-10 23:29:53","R_7CiPg6CSbY1Bhtf","","","","",26,26,"anonymous","EN","1","9CA1245D8599495F8D98099A5CD7BE14","0","0","0","","","","","","","","9CA1245D8599495F8D98099A5CD7BE14","Control"
"2024-04-10 23:13:09","2024-04-10 23:30:18","0",27,"100","1028","1","2024-04-10 23:30:18","R_79bJudYZUhXLUa5","","","","",27,27,"anonymous","EN","1","4CDE5D3489454DE98D5D34E450FCE083","","","","60","65","70","7570-2934-1852-8870","55","60","65","4CDE5D3489454DE98D5D34E450FCE083","Experience"
"2024-04-10 23:28:03","2024-04-10 23:30:27","0",28,"100","143","1","2024-04-10 23:30:27","R_73azxkwkvxVWiHW","","","","",28,28,"anonymous","EN","1","DF2466F8ACD541A894816E3F8078618B","7","6","8","","","","","","","","DF2466F8ACD541A894816E3F8078618B","Control"
"2024-04-10 23:30:41","2024-04-10 23:31:10","0",29,"100","29","1","2024-04-10 23:31:11","R_2VfDO1zf8JyCl1r","","","","",29,29,"anonymous","EN","1","E4A7FE6E601640888D3F00CADC82069C","70","80","65","","","","","","","","E4A7FE6E601640888D3F00CADC82069C","Control"
"2024-04-10 23:30:39","2024-04-10 23:31:25","0",30,"100","45","1","2024-04-10 23:31:26","R_3DXMuOkU5RhgR2T","","","","",30,30,"anonymous","EN","1","036BF3ACCB0D49F19A56F0D1A9978A65","1","0","0","","","","","","","","036BF3ACCB0D49F19A56F0D1A9978A65","Control"
"2024-04-10 23:12:42","2024-04-10 23:31:51","0",31,"100","1149","1","2024-04-10 23:31:52","R_1Ox3ylLQZ73tZst","","","","",31,31,"anonymous","EN","1","8D6C5FE6BCBF42DC929061C73F06E6C9","","","","78","48","72","1137-5316-0554-1833","24","27","47","8D6C5FE6BCBF42DC929061C73F06E6C9","Experience"
"2024-04-10 23:15:54","2024-04-10 23:32:18","0",32,"100","984","1","2024-04-10 23:32:18","R_25LsFKKtLQ9xjOg","","","","",32,32,"anonymous","EN","1","8DFA07C880FC4350BCAE8401C5098747","","","","0","0","0","5311-3547-7930-3746","0","0","0","8DFA07C880FC4350BCAE8401C5098747","Experience"
"2024-04-10 23:30:14","2024-04-10 23:32:20","0",33,"100","125","1","2024-04-10 23:32:21","R_3Q4x7tE30ouln7Y","","","","",33,33,"anonymous","EN","1","E7C92332CD4B4053974815BCE8C815CF","10","9","8","","","","","","","","E7C92332CD4B4053974815BCE8C815CF","Control"
"2024-04-10 23:31:46","2024-04-10 23:32:27","0",34,"100","41","1","2024-04-10 23:32:28","R_3cY6CxY76zgDLyd","","","","",34,34,"anonymous","EN","1","C66DB4EC171D45879828EA04A8C1852A","0","0","0","","","","","","","","C66DB4EC171D45879828EA04A8C1852A","Control"
"2024-04-10 23:16:33","2024-04-10 23:33:06","0",35,"100","992","1","2024-04-10 23:33:06","R_5KvFGGXSdlMB07G","","","","",35,35,"anonymous","EN","1","28C06D84EADE4596BD7C585E8466F72F","","","","11","14","8","3134-9138-3221-2551","10","10","10","28C06D84EADE4596BD7C585E8466F72F","Experience"
"2024-04-10 23:33:32","2024-04-10 23:33:59","0",36,"100","27","1","2024-04-10 23:34:00","R_8ktVSHgztwrNlOF","","","","",36,36,"anonymous","EN","1","349CB3DD67FE4620B8BECBC33C18168A","16","13","18","","","","","","","","349CB3DD67FE4620B8BECBC33C18168A","Control"
"2024-04-10 23:18:40","2024-04-10 23:34:37","0",37,"100","956","1","2024-04-10 23:34:38","R_58LNz7A3knoZs2E","","","","",37,37,"anonymous","EN","1","656F67B5EEDE46539D49EBF13D6CE184","","","","25","81","89","5424-2096-6100-4186","33","70","70","656F67B5EEDE46539D49EBF13D6CE184","Experience"
"2024-04-10 23:13:08","2024-04-10 23:34:47","0",38,"100","1298","1","2024-04-10 23:34:48","R_7dAuNQkBZ4QI8hz","","","","",38,38,"anonymous","EN","1","8D4A417D51B64DF59F56727B48213D76","","","","18","73","89","9153-0252-8052-9353","0","40","71","8D4A417D51B64DF59F56727B48213D76","Experience"
"2024-04-10 23:20:54","2024-04-10 23:38:01","0",39,"100","1027","1","2024-04-10 23:38:02","R_2ro86fKzg0Y49SF","","","","",39,39,"anonymous","EN","1","EE341A46F1A3417995ECB00279A76950","","","","0","0","0","3448-8223-9484-4544","0","0","0","EE341A46F1A3417995ECB00279A76950","Experience"
"2024-04-10 23:37:30","2024-04-10 23:38:02","0",40,"100","32","1","2024-04-10 23:38:03","R_18XJvfV2wS0Sf9o","","","","",40,40,"anonymous","EN","1","653FED9912F84D3FA53DA4CDB7DC8E78","10","0","0","","","","","","","","653FED9912F84D3FA53DA4CDB7DC8E78","Control"
"2024-04-10 23:36:45","2024-04-10 23:40:13","0",41,"100","207","1","2024-04-10 23:40:14","R_1stSa249Y35YQZS","","","","",41,41,"anonymous","EN","1","4C906ACB19764635A2683367A6374361","75","70","90","","","","","","","","4C906ACB19764635A2683367A6374361","Control"
"2024-04-10 23:25:16","2024-04-10 23:42:41","0",42,"100","1045","1","2024-04-10 23:42:42","R_79SmNEFXrNGqspj","","","","",42,42,"anonymous","EN","1","1C95312A7FCF44B2B659CF6C79179710","","","","20","80","71","0992-3185-1051-5084","60","70","75","1C95312A7FCF44B2B659CF6C79179710","Experience"
"2024-04-10 23:22:13","2024-04-10 23:43:38","0",43,"100","1285","1","2024-04-10 23:43:39","R_13dszM3J2sz5Fz9","","","","",43,43,"anonymous","EN","1","D82E5F24F6044819810290E3FA5E6B8C","","","","30","62","64","4567-6987-9545-2039","17","59","62","D82E5F24F6044819810290E3FA5E6B8C","Experience"
"2024-04-10 23:27:03","2024-04-10 23:45:29","0",44,"100","1106","1","2024-04-10 23:45:30","R_7zSZrM0mJ1Nm5CW","","","","",44,44,"anonymous","EN","1","FDB9DD9AACCE49AE91F4FC35298E2966","","","","80","80","80","0670-5166-3648-5377","100","100","100","FDB9DD9AACCE49AE91F4FC35298E2966","Experience"
"2024-04-10 23:47:50","2024-04-10 23:51:33","0",45,"100","222","1","2024-04-10 23:51:34","R_3V2yIGEyPFAmNKb","","","","",45,45,"anonymous","EN","1","CEB2FE79078F477A8A92A970411121D0","","","","57","62","67","7866-2637-9380-6569","71","73","82","CEB2FE79078F477A8A92A970411121D0","Experience"
"2024-04-10 23:52:33","2024-04-10 23:53:18","0",46,"100","44","1","2024-04-10 23:53:18","R_21SeFx5B5udJ2no","","","","",46,46,"anonymous","EN","1","B8837FA27F2A469DB352A42C963C3223","55","30","80","","","","","","","","B8837FA27F2A469DB352A42C963C3223","Control"
"2024-04-10 23:53:47","2024-04-10 23:54:25","0",47,"100","38","1","2024-04-10 23:54:25","R_1eTKm4Lh7fbTrIl","","","","",47,47,"anonymous","EN","1","C2C8A74EC7434A6F964C947422FF849A","20","36","38","","","","","","","","C2C8A74EC7434A6F964C947422FF849A","Control"
"2024-04-10 23:54:47","2024-04-10 23:55:26","0",48,"100","39","1","2024-04-10 23:55:26","R_31bo4PXY10zXoIU","","","","",48,48,"anonymous","EN","1","A2F1D5400A9244C59AC52FA1952E8673","91","90","89","","","","","","","","A2F1D5400A9244C59AC52FA1952E8673","Control"
"2024-04-10 23:55:40","2024-04-10 23:57:17","0",49,"100","96","1","2024-04-10 23:57:17","R_5sApjNyh37oTw7D","","","","",49,49,"anonymous","EN","1","02A6EC521B2D4F5B9ACA47DB317D2DF6","100","75","70","","","","","","","","02A6EC521B2D4F5B9ACA47DB317D2DF6","Control"
"2024-04-10 23:31:51","2024-04-10 23:57:58","0",50,"100","1567","1","2024-04-10 23:57:59","R_31gFQ0NTdl85ZBv","","","","",50,50,"anonymous","EN","1","5FA8CD03C938437EA3E2AD01A3F29BBE","","","","63","42","36","4495-2798-1738-9137","36","27","25","5FA8CD03C938437EA3E2AD01A3F29BBE","Experience"
"2024-04-10 23:44:49","2024-04-11 00:02:07","0",51,"100","1038","1","2024-04-11 00:02:08","R_5Y9HhaDNs4xHp1D","","","","",51,51,"anonymous","EN","1","5FDD1125DA4E494CBAC21889589DED16","","","","15","15","15","8760-1358-7647-3784","0","0","0","5FDD1125DA4E494CBAC21889589DED16","Experience"
"2024-04-11 00:01:39","2024-04-11 00:02:16","0",52,"100","37","1","2024-04-11 00:02:17","R_3qwPhLD4bjsLhAZ","","","","",52,52,"anonymous","EN","1","F50FAEAD940A4CA1AC573C59E1E50F49","74","81","69","","","","","","","","F50FAEAD940A4CA1AC573C59E1E50F49","Control"
"2024-04-10 23:31:02","2024-04-11 00:02:54","0",53,"100","1912","1","2024-04-11 00:02:55","R_3ZOeDale5bDb7QA","","","","",53,53,"anonymous","EN","1","2690CBD58A7340A1A04A6FAA2FBE82E1","60","30","50","","","","","","","","2690CBD58A7340A1A04A6FAA2FBE82E1","Control"
"2024-04-11 00:02:07","2024-04-11 00:02:58","0",54,"100","51","1","2024-04-11 00:02:58","R_5nwP6vPfEhY3GIt","","","","",54,54,"anonymous","EN","1","A692729E73D24CA1921D9B6064D17C62","9","0","25","","","","","","","","A692729E73D24CA1921D9B6064D17C62","Control"
"2024-04-11 00:02:54","2024-04-11 00:03:55","0",55,"100","61","1","2024-04-11 00:03:55","R_5P6V2F4Pgp3F6o3","","","","",55,55,"anonymous","EN","1","0314E9F1674F490BAD79B4319F136C83","58","50","56","","","","","","","","0314E9F1674F490BAD79B4319F136C83","Control"
"2024-04-10 23:18:06","2024-04-11 00:04:12","0",56,"100","2766","1","2024-04-11 00:04:13","R_7KvB5p9c92X44Vf","","","","",56,56,"anonymous","EN","1","7DD0416DB65047FDAA5BCCEDBDF9B817","22","30","9","","","","","","","","7DD0416DB65047FDAA5BCCEDBDF9B817","Control"
"2024-04-11 00:03:07","2024-04-11 00:04:40","0",57,"100","92","1","2024-04-11 00:04:40","R_5GC6gvnu0x0boT1","","","","",57,57,"anonymous","EN","1","1029ECA6AC464C7AB9C32696E49DC835","67","61","69","","","","","","","","1029ECA6AC464C7AB9C32696E49DC835","Control"
"2024-04-10 23:48:14","2024-04-11 00:04:49","0",58,"100","995","1","2024-04-11 00:04:49","R_26aV71dp6H5APZI","","","","",58,58,"anonymous","EN","1","45D9B639509C4A72847A2C8D33D67C28","","","","0","0","0","6912-4440-4593-3750","0","0","0","45D9B639509C4A72847A2C8D33D67C28","Experience"
"2024-04-11 00:04:42","2024-04-11 00:05:08","0",59,"100","25","1","2024-04-11 00:05:08","R_6z7S4EB8TnEZbJJ","","","","",59,59,"anonymous","EN","1","1D71A5F423D14CCDAC4CFD7D6589BDBE","100","50","100","","","","","","","","1D71A5F423D14CCDAC4CFD7D6589BDBE","Control"
"2024-04-10 23:36:24","2024-04-11 00:06:55","0",60,"100","1830","1","2024-04-11 00:06:55","R_3ILfkxD6VPchGrT","","","","",60,60,"anonymous","EN","1","9EAE16E6706F44A3AB5DD6AEF3F657B0","","","","0","0","0","5587-1521-2390-4878","0","0","0","9EAE16E6706F44A3AB5DD6AEF3F657B0","Experience"
"2024-04-11 00:08:22","2024-04-11 00:09:16","0",61,"100","54","1","2024-04-11 00:09:16","R_1GwVVvlkS3OwjFs","","","","",61,61,"anonymous","EN","1","8AE9EE0403CB422FB565A71A0FE7650C","0","0","0","","","","","","","","8AE9EE0403CB422FB565A71A0FE7650C","Control"
"2024-04-10 23:39:06","2024-04-11 00:12:38","0",62,"100","2011","1","2024-04-11 00:12:38","R_3gFM742oLRzBsq5","","","","",62,62,"anonymous","EN","1","44A33CF9DDF948BDA65E99662998E149","","","","30","50","17","2927-7368-3648-7617","14","27","14","44A33CF9DDF948BDA65E99662998E149","Experience"
"2024-04-11 00:12:58","2024-04-11 00:13:42","0",63,"100","43","1","2024-04-11 00:13:43","R_5QLtPAzLBgHqnWz","","","","",63,63,"anonymous","EN","1","E60BC9BA6D4B4D37BAA89EA262FF0030","76","93","63","","","","","","","","E60BC9BA6D4B4D37BAA89EA262FF0030","Control"
"2024-04-11 00:14:33","2024-04-11 00:16:02","0",64,"100","89","1","2024-04-11 00:16:03","R_55QMnvROs1NxnDH","","","","",64,64,"anonymous","EN","1","32B72EC2E7344792A27E839D9A4EEDFE","40","25","85","","","","","","","","32B72EC2E7344792A27E839D9A4EEDFE","Control"
"2024-04-11 00:04:04","2024-04-11 00:20:09","0",65,"100","964","1","2024-04-11 00:20:10","R_3oHlWq47DPUmHTG","","","","",65,65,"anonymous","EN","1","C20DA5B989DE46AFA8BD9CB8722E5ACC","","","","0","0","5","0298-9248-3201-1659","0","0","5","C20DA5B989DE46AFA8BD9CB8722E5ACC","Experience"
"2024-04-11 00:24:31","2024-04-11 00:25:12","0",66,"100","40","1","2024-04-11 00:25:13","R_1BIMLThcjfgSzw5","","","","",66,66,"anonymous","EN","1","3D4E5E7833FD49A7950FD30327F560C5","70","59","60","","","","","","","","3D4E5E7833FD49A7950FD30327F560C5","Control"
"2024-04-11 00:27:02","2024-04-11 00:27:45","0",67,"100","43","1","2024-04-11 00:27:46","R_5putbxqR3kKWRfX","","","","",67,67,"anonymous","EN","1","9D61B93EFD28439182FFA5EE104C425B","65","65","60","","","","","","","","9D61B93EFD28439182FFA5EE104C425B","Control"
"2024-04-11 00:01:47","2024-04-11 00:28:07","0",68,"100","1580","1","2024-04-11 00:28:07","R_6dXS8fkkLlYQIqg","","","","",68,68,"anonymous","EN","1","39401B834C32481AA1B0405C59C7E18B","","","","5","5","5","4658-1299-3283-6015","5","5","1","39401B834C32481AA1B0405C59C7E18B","Experience"
"2024-04-11 00:13:42","2024-04-11 00:30:53","0",69,"100","1030","1","2024-04-11 00:30:54","R_716ex31VLpsHxm5","","","","",69,69,"anonymous","EN","1","8BADD1C4B3DF42ACA13060529DCC42EF","","","","0","28","50","0904-0052-8433-0338","1","8","17","8BADD1C4B3DF42ACA13060529DCC42EF","Experience"
"2024-04-11 00:14:31","2024-04-11 00:33:04","0",70,"100","1112","1","2024-04-11 00:33:04","R_22RgxTdxcndgVr7","","","","",70,70,"anonymous","EN","1","2FA543FD1C31419CB8107888D3E03B01","","","","0","0","0","1678-4374-2479-7450","0","0","0","2FA543FD1C31419CB8107888D3E03B01","Experience"
"2024-04-11 00:31:47","2024-04-11 00:33:48","0",71,"100","120","1","2024-04-11 00:33:48","R_1OlrCMQGBnNzW7N","","","","",16,16,"anonymous","EN","1","E6B28EBB913043C18933494E08FA055A","55","55","50","","","","","","","","E6B28EBB913043C18933494E08FA055A","Control"
"2024-04-11 00:10:12","2024-04-11 00:34:32","0",72,"100","1459","1","2024-04-11 00:34:32","R_69YcZStO6qvbWIp","","","","",71,71,"anonymous","EN","1","F68A17F24BF54D0F8311E22C17361B66","","","","100","100","100","0756-4242-5867-0809","100","100","100","F68A17F24BF54D0F8311E22C17361B66","Experience"
"2024-04-11 00:44:05","2024-04-11 00:45:00","0",73,"100","55","1","2024-04-11 00:45:01","R_23wo5T6vFNzAJuV","","","","",72,72,"anonymous","EN","1","F8DF3CAD316D4F439A7843444353D542","70","60","60","","","","","","","","F8DF3CAD316D4F439A7843444353D542","Control"
"2024-04-11 00:45:43","2024-04-11 00:46:20","0",74,"100","37","1","2024-04-11 00:46:21","R_7KlpZYf3isp6qGd","","","","",73,73,"anonymous","EN","1","5A4271B5E62442DF849626E815631C7D","95","95","95","","","","","","","","5A4271B5E62442DF849626E815631C7D","Control"
"2024-04-11 00:48:34","2024-04-11 00:49:01","0",75,"100","27","1","2024-04-11 00:49:01","R_7nFnrjaURqLU9xL","","","","",69,69,"anonymous","EN","1","FE43F9EC49574FC2AD9491F9FF2FA250","94","100","90","","","","","","","","FE43F9EC49574FC2AD9491F9FF2FA250","Control"
"2024-04-11 00:36:07","2024-04-11 00:52:13","0",76,"100","966","1","2024-04-11 00:52:14","R_2ffUv5BWn0q8wXf","","","","",74,74,"anonymous","EN","1","4EFF0F01D3F94531835DF155CC8B22DD","","","","0","0","0","0076-8450-3554-1296","0","0","0","4EFF0F01D3F94531835DF155CC8B22DD","Experience"
"2024-04-11 00:54:11","2024-04-11 00:54:52","0",77,"100","41","1","2024-04-11 00:54:53","R_1vusY3sKH0XI3CN","","","","",75,75,"anonymous","EN","1","4AEEA5D0705C4DEC94D5480118B7E2F2","30","30","30","","","","","","","","4AEEA5D0705C4DEC94D5480118B7E2F2","Control"
"2024-04-11 00:56:57","2024-04-11 00:58:12","0",78,"100","75","1","2024-04-11 00:58:12","R_3lhueiq65TIsuHW","","","","",76,76,"anonymous","EN","1","5FA5C3EF9195444A832F0AE438613FE8","61","30","29","","","","","","","","5FA5C3EF9195444A832F0AE438613FE8","Control"
"2024-04-11 00:15:29","2024-04-11 01:00:42","0",79,"100","2712","1","2024-04-11 01:00:42","R_34pjFsaUNdEZLnN","","","","",77,77,"anonymous","EN","1","A2243BDA2F7746DAA622C12DC04CF070","0","0","0","","","","","","","","A2243BDA2F7746DAA622C12DC04CF070","Control"
"2024-04-11 01:01:00","2024-04-11 01:01:34","0",80,"100","33","1","2024-04-11 01:01:34","R_7rczKOZjhkrmSBJ","","","","",78,78,"anonymous","EN","1","F0B31CDD82B64726B0018106CB279057","37","30","34","","","","","","","","F0B31CDD82B64726B0018106CB279057","Control"
